"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","tr_len"
"FBR1N1","gxr","GDR_18_1","1","1","1","GDR_18_1_R1N1",2017,1,960
"FBR1N1","gxr","GDR_18_1","1","1","2","GDR_18_1_R1N1",2017,1,1075
"FBR1N1","gxr","GDR_18_1","1","1","3","GDR_18_1_R1N1",2017,1,1140
NA,NA,"GDR_18_1","1","10","1","GDR_18_1_R1N10",2017,NA,NA
NA,NA,"GDR_18_1","1","10","2","GDR_18_1_R1N10",2017,NA,NA
NA,NA,"GDR_18_1","1","10","3","GDR_18_1_R1N10",2017,NA,NA
"FBR1N11","gxr","GDR_18_1","1","11","1","GDR_18_1_R1N11",2017,1,620
"FBR1N11","gxr","GDR_18_1","1","11","2","GDR_18_1_R1N11",2017,1,845
"FBR1N11","gxr","GDR_18_1","1","11","3","GDR_18_1_R1N11",2017,1,840
"FBR1N12","gxr","GDR_18_1","1","12","1","GDR_18_1_R1N12",2017,0,1740
"FBR1N12","gxr","GDR_18_1","1","12","2","GDR_18_1_R1N12",2017,0,1330
"FBR1N12","gxr","GDR_18_1","1","12","3","GDR_18_1_R1N12",2017,0,1270
"FBR1N13","gxr","GDR_18_1","1","13","1","GDR_18_1_R1N13",2017,0,1315
"FBR1N13","gxr","GDR_18_1","1","13","2","GDR_18_1_R1N13",2017,0,1430
"FBR1N13","gxr","GDR_18_1","1","13","3","GDR_18_1_R1N13",2017,0,1205
"FBR1N14","gxr","GDR_18_1","1","14","1","GDR_18_1_R1N14",2017,1,980
"FBR1N14","gxr","GDR_18_1","1","14","2","GDR_18_1_R1N14",2017,1,865
"FBR1N14","gxr","GDR_18_1","1","14","3","GDR_18_1_R1N14",2017,1,900
NA,NA,"GDR_18_1","1","15","1","GDR_18_1_R1N15",2017,NA,NA
NA,NA,"GDR_18_1","1","15","2","GDR_18_1_R1N15",2017,NA,NA
NA,NA,"GDR_18_1","1","15","3","GDR_18_1_R1N15",2017,NA,NA
"FBR1N16","gxr","GDR_18_1","1","16","1","GDR_18_1_R1N16",2017,0,1181
"FBR1N16","gxr","GDR_18_1","1","16","2","GDR_18_1_R1N16",2017,0,900
"FBR1N16","gxr","GDR_18_1","1","16","3","GDR_18_1_R1N16",2017,0,1295
"FBR1N17","gxr","GDR_18_1","1","17","1","GDR_18_1_R1N17",2017,0,1515
"FBR1N17","gxr","GDR_18_1","1","17","2","GDR_18_1_R1N17",2017,0,1270
"FBR1N17","gxr","GDR_18_1","1","17","3","GDR_18_1_R1N17",2017,0,1560
NA,NA,"GDR_18_1","1","18","1","GDR_18_1_R1N18",2017,NA,NA
NA,NA,"GDR_18_1","1","18","2","GDR_18_1_R1N18",2017,NA,NA
NA,NA,"GDR_18_1","1","18","3","GDR_18_1_R1N18",2017,NA,NA
"FBR1N19","gxr","GDR_18_1","1","19","1","GDR_18_1_R1N19",2017,1,874
"FBR1N19","gxr","GDR_18_1","1","19","2","GDR_18_1_R1N19",2017,1,815
"FBR1N19","gxr","GDR_18_1","1","19","3","GDR_18_1_R1N19",2017,1,765
"FBR1N2","gxr","GDR_18_1","1","2","1","GDR_18_1_R1N2",2017,1,850
"FBR1N2","gxr","GDR_18_1","1","2","2","GDR_18_1_R1N2",2017,1,870
"FBR1N2","gxr","GDR_18_1","1","2","3","GDR_18_1_R1N2",2017,1,940
"FBR1N20","gxr","GDR_18_1","1","20","1","GDR_18_1_R1N20",2017,1,926
"FBR1N20","gxr","GDR_18_1","1","20","2","GDR_18_1_R1N20",2017,1,923
"FBR1N20","gxr","GDR_18_1","1","20","3","GDR_18_1_R1N20",2017,1,903
"FBR1N21","gxr","GDR_18_1","1","21","1","GDR_18_1_R1N21",2017,1,696
"FBR1N21","gxr","GDR_18_1","1","21","2","GDR_18_1_R1N21",2017,1,850
"FBR1N21","gxr","GDR_18_1","1","21","3","GDR_18_1_R1N21",2017,1,1149
"FBR1N22","gxr","GDR_18_1","1","22","1","GDR_18_1_R1N22",2017,0,1279
"FBR1N22","gxr","GDR_18_1","1","22","2","GDR_18_1_R1N22",2017,0,1228
"FBR1N22","gxr","GDR_18_1","1","22","3","GDR_18_1_R1N22",2017,0,1308
"FBR1N23","gxr","GDR_18_1","1","23","1","GDR_18_1_R1N23",2017,1,1200
"FBR1N23","gxr","GDR_18_1","1","23","2","GDR_18_1_R1N23",2017,1,1280
"FBR1N23","gxr","GDR_18_1","1","23","3","GDR_18_1_R1N23",2017,1,1545
"FBR1N24","gxr","GDR_18_1","1","24","1","GDR_18_1_R1N24",2017,0,1670
"FBR1N24","gxr","GDR_18_1","1","24","2","GDR_18_1_R1N24",2017,0,1650
"FBR1N24","gxr","GDR_18_1","1","24","3","GDR_18_1_R1N24",2017,0,1695
"FBR1N25","gxr","GDR_18_1","1","25","1","GDR_18_1_R1N25",2017,1,1105
"FBR1N25","gxr","GDR_18_1","1","25","2","GDR_18_1_R1N25",2017,1,1085
"FBR1N25","gxr","GDR_18_1","1","25","3","GDR_18_1_R1N25",2017,1,1185
NA,NA,"GDR_18_1","1","26","1","GDR_18_1_R1N26",2017,NA,NA
NA,NA,"GDR_18_1","1","26","2","GDR_18_1_R1N26",2017,NA,NA
NA,NA,"GDR_18_1","1","26","3","GDR_18_1_R1N26",2017,NA,NA
"FBR1N27","gxr","GDR_18_1","1","27","1","GDR_18_1_R1N27",2017,0,1415
"FBR1N27","gxr","GDR_18_1","1","27","2","GDR_18_1_R1N27",2017,0,1445
"FBR1N27","gxr","GDR_18_1","1","27","3","GDR_18_1_R1N27",2017,0,1340
"FBR1N28","gxr","GDR_18_1","1","28","1","GDR_18_1_R1N28",2017,0,1630
"FBR1N28","gxr","GDR_18_1","1","28","2","GDR_18_1_R1N28",2017,0,1555
"FBR1N28","gxr","GDR_18_1","1","28","3","GDR_18_1_R1N28",2017,0,1590
NA,NA,"GDR_18_1","1","29","1","GDR_18_1_R1N29",2017,NA,NA
NA,NA,"GDR_18_1","1","29","2","GDR_18_1_R1N29",2017,NA,NA
NA,NA,"GDR_18_1","1","29","3","GDR_18_1_R1N29",2017,NA,NA
"FBR1N3","gxr","GDR_18_1","1","3","1","GDR_18_1_R1N3",2017,1,580
"FBR1N3","gxr","GDR_18_1","1","3","2","GDR_18_1_R1N3",2017,1,900
"FBR1N3","gxr","GDR_18_1","1","3","3","GDR_18_1_R1N3",2017,1,805
NA,NA,"GDR_18_1","1","30","1","GDR_18_1_R1N30",2017,NA,NA
NA,NA,"GDR_18_1","1","30","2","GDR_18_1_R1N30",2017,NA,NA
NA,NA,"GDR_18_1","1","30","3","GDR_18_1_R1N30",2017,NA,NA
"FBR1N31","gxr","GDR_18_1","1","31","1","GDR_18_1_R1N31",2017,1,910
"FBR1N31","gxr","GDR_18_1","1","31","2","GDR_18_1_R1N31",2017,1,925
"FBR1N31","gxr","GDR_18_1","1","31","3","GDR_18_1_R1N31",2017,1,810
"FBR1N33","gxr","GDR_18_1","1","32","1","GDR_18_1_R1N32",2017,1,720
"FBR1N33","gxr","GDR_18_1","1","32","2","GDR_18_1_R1N32",2017,1,655
"FBR1N33","gxr","GDR_18_1","1","32","3","GDR_18_1_R1N32",2017,1,835
"FBR1N32","gxr","GDR_18_1","1","33","1","GDR_18_1_R1N33",2017,1,715
"FBR1N32","gxr","GDR_18_1","1","33","2","GDR_18_1_R1N33",2017,1,955
"FBR1N32","gxr","GDR_18_1","1","33","3","GDR_18_1_R1N33",2017,1,755
"FBR1N33","gxr","GDR_18_1","1","34","1","GDR_18_1_R1N34",2017,1,720
"FBR1N33","gxr","GDR_18_1","1","34","2","GDR_18_1_R1N34",2017,1,655
"FBR1N33","gxr","GDR_18_1","1","34","3","GDR_18_1_R1N34",2017,1,835
"FBR1N34","gxr","GDR_18_1","1","35","1","GDR_18_1_R1N35",2017,1,1080
"FBR1N34","gxr","GDR_18_1","1","35","2","GDR_18_1_R1N35",2017,1,950
"FBR1N34","gxr","GDR_18_1","1","35","3","GDR_18_1_R1N35",2017,1,1070
"FBR1N35","gxr","GDR_18_1","1","36","1","GDR_18_1_R1N36",2017,0,NA
"FBR1N35","gxr","GDR_18_1","1","36","2","GDR_18_1_R1N36",2017,0,1230
"FBR1N35","gxr","GDR_18_1","1","36","3","GDR_18_1_R1N36",2017,0,1355
NA,NA,"GDR_18_1","1","37","1","GDR_18_1_R1N37",2017,NA,NA
NA,NA,"GDR_18_1","1","37","2","GDR_18_1_R1N37",2017,NA,NA
NA,NA,"GDR_18_1","1","37","3","GDR_18_1_R1N37",2017,NA,NA
NA,NA,"GDR_18_1","1","38","1","GDR_18_1_R1N38",2017,NA,NA
NA,NA,"GDR_18_1","1","38","2","GDR_18_1_R1N38",2017,NA,NA
NA,NA,"GDR_18_1","1","38","3","GDR_18_1_R1N38",2017,NA,NA
"FBR1N38","gxr","GDR_18_1","1","39","1","GDR_18_1_R1N39",2017,1,1245
"FBR1N38","gxr","GDR_18_1","1","39","2","GDR_18_1_R1N39",2017,1,1525
"FBR1N38","gxr","GDR_18_1","1","39","3","GDR_18_1_R1N39",2017,1,1340
"FBR1N4","gxr","GDR_18_1","1","4","1","GDR_18_1_R1N4",2017,1,1240
"FBR1N4","gxr","GDR_18_1","1","4","2","GDR_18_1_R1N4",2017,1,1305
"FBR1N4","gxr","GDR_18_1","1","4","3","GDR_18_1_R1N4",2017,1,1205
"FBR1N39","gxr","GDR_18_1","1","40","1","GDR_18_1_R1N40",2017,0,1195
"FBR1N39","gxr","GDR_18_1","1","40","2","GDR_18_1_R1N40",2017,0,1285
"FBR1N39","gxr","GDR_18_1","1","40","3","GDR_18_1_R1N40",2017,0,1235
"FBR1N40","gxr","GDR_18_1","1","41","1","GDR_18_1_R1N41",2017,1,1215
"FBR1N40","gxr","GDR_18_1","1","41","2","GDR_18_1_R1N41",2017,1,1090
"FBR1N40","gxr","GDR_18_1","1","41","3","GDR_18_1_R1N41",2017,1,1020
"FBR1N41","gxr","GDR_18_1","1","42","1","GDR_18_1_R1N42",2017,1,985
"FBR1N41","gxr","GDR_18_1","1","42","2","GDR_18_1_R1N42",2017,1,1005
"FBR1N41","gxr","GDR_18_1","1","42","3","GDR_18_1_R1N42",2017,1,1080
NA,NA,"GDR_18_1","1","43","1","GDR_18_1_R1N43",2017,NA,NA
NA,NA,"GDR_18_1","1","43","2","GDR_18_1_R1N43",2017,NA,NA
NA,NA,"GDR_18_1","1","43","3","GDR_18_1_R1N43",2017,NA,NA
"FBR1N43","gxr","GDR_18_1","1","44","1","GDR_18_1_R1N44",2017,0,1575
"FBR1N43","gxr","GDR_18_1","1","44","2","GDR_18_1_R1N44",2017,0,1650
"FBR1N43","gxr","GDR_18_1","1","44","3","GDR_18_1_R1N44",2017,0,1780
NA,NA,"GDR_18_1","1","45","1","GDR_18_1_R1N45",2017,NA,NA
NA,NA,"GDR_18_1","1","45","2","GDR_18_1_R1N45",2017,NA,NA
NA,NA,"GDR_18_1","1","45","3","GDR_18_1_R1N45",2017,NA,NA
"FBR1N45","gxr","GDR_18_1","1","46","1","GDR_18_1_R1N46",2017,0,1515
"FBR1N45","gxr","GDR_18_1","1","46","2","GDR_18_1_R1N46",2017,0,NA
"FBR1N45","gxr","GDR_18_1","1","46","3","GDR_18_1_R1N46",2017,0,1565
NA,NA,"GDR_18_1","1","47","1","GDR_18_1_R1N47",2017,NA,NA
NA,NA,"GDR_18_1","1","47","2","GDR_18_1_R1N47",2017,NA,NA
NA,NA,"GDR_18_1","1","47","3","GDR_18_1_R1N47",2017,NA,NA
"FBR1N47","gxr","GDR_18_1","1","48","1","GDR_18_1_R1N48",2017,0,965
"FBR1N47","gxr","GDR_18_1","1","48","2","GDR_18_1_R1N48",2017,0,1065
"FBR1N47","gxr","GDR_18_1","1","48","3","GDR_18_1_R1N48",2017,0,905
"FBR1N48","gxr","GDR_18_1","1","49","1","GDR_18_1_R1N49",2017,1,675
"FBR1N48","gxr","GDR_18_1","1","49","2","GDR_18_1_R1N49",2017,1,760
"FBR1N48","gxr","GDR_18_1","1","49","3","GDR_18_1_R1N49",2017,1,770
NA,NA,"GDR_18_1","1","5","1","GDR_18_1_R1N5",2017,NA,NA
NA,NA,"GDR_18_1","1","5","2","GDR_18_1_R1N5",2017,NA,NA
NA,NA,"GDR_18_1","1","5","3","GDR_18_1_R1N5",2017,NA,NA
NA,NA,"GDR_18_1","1","50","1","GDR_18_1_R1N50",2017,NA,NA
NA,NA,"GDR_18_1","1","50","2","GDR_18_1_R1N50",2017,NA,NA
NA,NA,"GDR_18_1","1","50","3","GDR_18_1_R1N50",2017,NA,NA
NA,NA,"GDR_18_1","1","6","1","GDR_18_1_R1N6",2017,NA,NA
NA,NA,"GDR_18_1","1","6","2","GDR_18_1_R1N6",2017,NA,NA
NA,NA,"GDR_18_1","1","6","3","GDR_18_1_R1N6",2017,NA,NA
"FBR1N7","gxr","GDR_18_1","1","7","1","GDR_18_1_R1N7",2017,1,1195
"FBR1N7","gxr","GDR_18_1","1","7","2","GDR_18_1_R1N7",2017,1,1080
"FBR1N7","gxr","GDR_18_1","1","7","3","GDR_18_1_R1N7",2017,1,1220
"FBR1N8","gxr","GDR_18_1","1","8","1","GDR_18_1_R1N8",2017,0,880
"FBR1N8","gxr","GDR_18_1","1","8","2","GDR_18_1_R1N8",2017,0,600
"FBR1N8","gxr","GDR_18_1","1","8","3","GDR_18_1_R1N8",2017,0,455
"FBR1N9","gxr","GDR_18_1","1","9","1","GDR_18_1_R1N9",2017,0,1300
"FBR1N9","gxr","GDR_18_1","1","9","2","GDR_18_1_R1N9",2017,0,1340
"FBR1N9","gxr","GDR_18_1","1","9","3","GDR_18_1_R1N9",2017,0,1285
"FBR1N50","gxr","GDR_18_1","2","1","1","GDR_18_1_R2N1",2017,1,770
"FBR1N50","gxr","GDR_18_1","2","1","2","GDR_18_1_R2N1",2017,1,735
"FBR1N50","gxr","GDR_18_1","2","1","3","GDR_18_1_R2N1",2017,1,905
"FBR1N60","gxr","GDR_18_1","2","10","1","GDR_18_1_R2N10",2017,1,660
"FBR1N60","gxr","GDR_18_1","2","10","2","GDR_18_1_R2N10",2017,1,795
"FBR1N60","gxr","GDR_18_1","2","10","3","GDR_18_1_R2N10",2017,1,930
NA,NA,"GDR_18_1","2","11","1","GDR_18_1_R2N11",2017,NA,NA
NA,NA,"GDR_18_1","2","11","2","GDR_18_1_R2N11",2017,NA,NA
NA,NA,"GDR_18_1","2","11","3","GDR_18_1_R2N11",2017,NA,NA
"FBR1N62","gxr","GDR_18_1","2","12","1","GDR_18_1_R2N12",2017,1,1005
"FBR1N62","gxr","GDR_18_1","2","12","2","GDR_18_1_R2N12",2017,1,895
"FBR1N62","gxr","GDR_18_1","2","12","3","GDR_18_1_R2N12",2017,1,770
"FBR1N63","gxr","GDR_18_1","2","13","1","GDR_18_1_R2N13",2017,0,1340
"FBR1N63","gxr","GDR_18_1","2","13","2","GDR_18_1_R2N13",2017,0,1295
"FBR1N63","gxr","GDR_18_1","2","13","3","GDR_18_1_R2N13",2017,0,1385
"FBR1N64","gxr","GDR_18_1","2","14","1","GDR_18_1_R2N14",2017,1,570
"FBR1N64","gxr","GDR_18_1","2","14","2","GDR_18_1_R2N14",2017,1,730
"FBR1N64","gxr","GDR_18_1","2","14","3","GDR_18_1_R2N14",2017,1,940
NA,NA,"GDR_18_1","2","15","1","GDR_18_1_R2N15",2017,NA,NA
NA,NA,"GDR_18_1","2","15","2","GDR_18_1_R2N15",2017,NA,NA
NA,NA,"GDR_18_1","2","15","3","GDR_18_1_R2N15",2017,NA,NA
NA,NA,"GDR_18_1","2","16","1","GDR_18_1_R2N16",2017,NA,NA
NA,NA,"GDR_18_1","2","16","2","GDR_18_1_R2N16",2017,NA,NA
NA,NA,"GDR_18_1","2","16","3","GDR_18_1_R2N16",2017,NA,NA
"FBR1N67","gxr","GDR_18_1","2","17","1","GDR_18_1_R2N17",2017,1,965
"FBR1N67","gxr","GDR_18_1","2","17","2","GDR_18_1_R2N17",2017,1,1030
"FBR1N67","gxr","GDR_18_1","2","17","3","GDR_18_1_R2N17",2017,1,1020
"FBR1N68","gxr","GDR_18_1","2","18","1","GDR_18_1_R2N18",2017,1,725
"FBR1N68","gxr","GDR_18_1","2","18","2","GDR_18_1_R2N18",2017,1,775
"FBR1N68","gxr","GDR_18_1","2","18","3","GDR_18_1_R2N18",2017,1,850
"FBR1N69","gxr","GDR_18_1","2","19","1","GDR_18_1_R2N19",2017,1,880
"FBR1N69","gxr","GDR_18_1","2","19","2","GDR_18_1_R2N19",2017,1,1005
"FBR1N69","gxr","GDR_18_1","2","19","3","GDR_18_1_R2N19",2017,1,1120
NA,NA,"GDR_18_1","2","2","1","GDR_18_1_R2N2",2017,NA,NA
NA,NA,"GDR_18_1","2","2","2","GDR_18_1_R2N2",2017,NA,NA
NA,NA,"GDR_18_1","2","2","3","GDR_18_1_R2N2",2017,NA,NA
NA,NA,"GDR_18_1","2","20","1","GDR_18_1_R2N20",2017,NA,NA
NA,NA,"GDR_18_1","2","20","2","GDR_18_1_R2N20",2017,NA,NA
NA,NA,"GDR_18_1","2","20","3","GDR_18_1_R2N20",2017,NA,NA
"FBR1N71","gxr","GDR_18_1","2","21","1","GDR_18_1_R2N21",2017,1,535
"FBR1N71","gxr","GDR_18_1","2","21","2","GDR_18_1_R2N21",2017,1,675
"FBR1N71","gxr","GDR_18_1","2","21","3","GDR_18_1_R2N21",2017,1,545
NA,NA,"GDR_18_1","2","22","1","GDR_18_1_R2N22",2017,NA,NA
NA,NA,"GDR_18_1","2","22","2","GDR_18_1_R2N22",2017,NA,NA
NA,NA,"GDR_18_1","2","22","3","GDR_18_1_R2N22",2017,NA,NA
"FBR1N73","gxr","GDR_18_1","2","23","1","GDR_18_1_R2N23",2017,0,1700
"FBR1N73","gxr","GDR_18_1","2","23","2","GDR_18_1_R2N23",2017,0,1545
"FBR1N73","gxr","GDR_18_1","2","23","3","GDR_18_1_R2N23",2017,0,1750
NA,NA,"GDR_18_1","2","24","1","GDR_18_1_R2N24",2017,NA,NA
NA,NA,"GDR_18_1","2","24","2","GDR_18_1_R2N24",2017,NA,NA
NA,NA,"GDR_18_1","2","24","3","GDR_18_1_R2N24",2017,NA,NA
"FBR1N75","gxr","GDR_18_1","2","25","1","GDR_18_1_R2N25",2017,0,885
"FBR1N75","gxr","GDR_18_1","2","25","2","GDR_18_1_R2N25",2017,0,995
"FBR1N75","gxr","GDR_18_1","2","25","3","GDR_18_1_R2N25",2017,0,955
NA,NA,"GDR_18_1","2","26","1","GDR_18_1_R2N26",2017,NA,NA
NA,NA,"GDR_18_1","2","26","2","GDR_18_1_R2N26",2017,NA,NA
NA,NA,"GDR_18_1","2","26","3","GDR_18_1_R2N26",2017,NA,NA
"FBR1N77","gxr","GDR_18_1","2","27","1","GDR_18_1_R2N27",2017,1,995
"FBR1N77","gxr","GDR_18_1","2","27","2","GDR_18_1_R2N27",2017,1,1060
"FBR1N77","gxr","GDR_18_1","2","27","3","GDR_18_1_R2N27",2017,1,1215
"FBR1N78","gxr","GDR_18_1","2","28","1","GDR_18_1_R2N28",2017,1,1235
"FBR1N78","gxr","GDR_18_1","2","28","2","GDR_18_1_R2N28",2017,1,1325
"FBR1N78","gxr","GDR_18_1","2","28","3","GDR_18_1_R2N28",2017,1,1415
NA,NA,"GDR_18_1","2","29","1","GDR_18_1_R2N29",2017,NA,NA
NA,NA,"GDR_18_1","2","29","2","GDR_18_1_R2N29",2017,NA,NA
NA,NA,"GDR_18_1","2","29","3","GDR_18_1_R2N29",2017,NA,NA
NA,NA,"GDR_18_1","2","3","1","GDR_18_1_R2N3",2017,NA,NA
NA,NA,"GDR_18_1","2","3","2","GDR_18_1_R2N3",2017,NA,NA
NA,NA,"GDR_18_1","2","3","3","GDR_18_1_R2N3",2017,NA,NA
"FBR1N80","gxr","GDR_18_1","2","30","1","GDR_18_1_R2N30",2017,1,800
"FBR1N80","gxr","GDR_18_1","2","30","2","GDR_18_1_R2N30",2017,1,570
"FBR1N80","gxr","GDR_18_1","2","30","3","GDR_18_1_R2N30",2017,1,720
NA,NA,"GDR_18_1","2","31","1","GDR_18_1_R2N31",2017,NA,NA
NA,NA,"GDR_18_1","2","31","2","GDR_18_1_R2N31",2017,NA,NA
NA,NA,"GDR_18_1","2","31","3","GDR_18_1_R2N31",2017,NA,NA
"FBR1N82","gxr","GDR_18_1","2","32","1","GDR_18_1_R2N32",2017,1,1580
"FBR1N82","gxr","GDR_18_1","2","32","2","GDR_18_1_R2N32",2017,1,1630
"FBR1N82","gxr","GDR_18_1","2","32","3","GDR_18_1_R2N32",2017,1,1695
"FBR1N83","gxr","GDR_18_1","2","33","1","GDR_18_1_R2N33",2017,1,640
"FBR1N83","gxr","GDR_18_1","2","33","2","GDR_18_1_R2N33",2017,1,725
"FBR1N83","gxr","GDR_18_1","2","33","3","GDR_18_1_R2N33",2017,1,680
"FBR1N84","gxr","GDR_18_1","2","34","1","GDR_18_1_R2N34",2017,0,1260
"FBR1N84","gxr","GDR_18_1","2","34","2","GDR_18_1_R2N34",2017,0,1150
"FBR1N84","gxr","GDR_18_1","2","34","3","GDR_18_1_R2N34",2017,0,1205
NA,NA,"GDR_18_1","2","35","1","GDR_18_1_R2N35",2017,NA,NA
NA,NA,"GDR_18_1","2","35","2","GDR_18_1_R2N35",2017,NA,NA
NA,NA,"GDR_18_1","2","35","3","GDR_18_1_R2N35",2017,NA,NA
"FBR1N86","gxr","GDR_18_1","2","36","1","GDR_18_1_R2N36",2017,1,1170
"FBR1N86","gxr","GDR_18_1","2","36","2","GDR_18_1_R2N36",2017,1,900
"FBR1N86","gxr","GDR_18_1","2","36","3","GDR_18_1_R2N36",2017,1,1080
NA,NA,"GDR_18_1","2","37","1","GDR_18_1_R2N37",2017,NA,NA
NA,NA,"GDR_18_1","2","37","2","GDR_18_1_R2N37",2017,NA,NA
NA,NA,"GDR_18_1","2","37","3","GDR_18_1_R2N37",2017,NA,NA
"FBR1N88","gxr","GDR_18_1","2","38","1","GDR_18_1_R2N38",2017,1,1005
"FBR1N88","gxr","GDR_18_1","2","38","2","GDR_18_1_R2N38",2017,1,1140
"FBR1N88","gxr","GDR_18_1","2","38","3","GDR_18_1_R2N38",2017,1,980
"FBR1N89","gxr","GDR_18_1","2","39","1","GDR_18_1_R2N39",2017,1,900
"FBR1N89","gxr","GDR_18_1","2","39","2","GDR_18_1_R2N39",2017,1,1170
"FBR1N89","gxr","GDR_18_1","2","39","3","GDR_18_1_R2N39",2017,1,1045
NA,NA,"GDR_18_1","2","4","1","GDR_18_1_R2N4",2017,NA,NA
NA,NA,"GDR_18_1","2","4","2","GDR_18_1_R2N4",2017,NA,NA
NA,NA,"GDR_18_1","2","4","3","GDR_18_1_R2N4",2017,NA,NA
"FBR1N90","gxr","GDR_18_1","2","40","1","GDR_18_1_R2N40",2017,1,1130
"FBR1N90","gxr","GDR_18_1","2","40","2","GDR_18_1_R2N40",2017,1,1020
"FBR1N90","gxr","GDR_18_1","2","40","3","GDR_18_1_R2N40",2017,1,1155
"FBR1N91","gxr","GDR_18_1","2","41","1","GDR_18_1_R2N41",2017,1,910
"FBR1N91","gxr","GDR_18_1","2","41","2","GDR_18_1_R2N41",2017,1,900
"FBR1N91","gxr","GDR_18_1","2","41","3","GDR_18_1_R2N41",2017,1,1010
"FBR1N92","gxr","GDR_18_1","2","42","1","GDR_18_1_R2N42",2017,1,1035
"FBR1N92","gxr","GDR_18_1","2","42","2","GDR_18_1_R2N42",2017,1,1085
"FBR1N92","gxr","GDR_18_1","2","42","3","GDR_18_1_R2N42",2017,1,775
NA,NA,"GDR_18_1","2","43","1","GDR_18_1_R2N43",2017,NA,NA
NA,NA,"GDR_18_1","2","43","2","GDR_18_1_R2N43",2017,NA,NA
NA,NA,"GDR_18_1","2","43","3","GDR_18_1_R2N43",2017,NA,NA
"FBR1N94","gxr","GDR_18_1","2","44","1","GDR_18_1_R2N44",2017,0,1860
"FBR1N94","gxr","GDR_18_1","2","44","2","GDR_18_1_R2N44",2017,0,1545
"FBR1N94","gxr","GDR_18_1","2","44","3","GDR_18_1_R2N44",2017,0,1540
NA,NA,"GDR_18_1","2","45","1","GDR_18_1_R2N45",2017,NA,NA
NA,NA,"GDR_18_1","2","45","2","GDR_18_1_R2N45",2017,NA,NA
NA,NA,"GDR_18_1","2","45","3","GDR_18_1_R2N45",2017,NA,NA
NA,NA,"GDR_18_1","2","46","1","GDR_18_1_R2N46",2017,NA,NA
NA,NA,"GDR_18_1","2","46","2","GDR_18_1_R2N46",2017,NA,NA
NA,NA,"GDR_18_1","2","46","3","GDR_18_1_R2N46",2017,NA,NA
"FBR1N97","gxr","GDR_18_1","2","47","1","GDR_18_1_R2N47",2017,1,1125
"FBR1N97","gxr","GDR_18_1","2","47","2","GDR_18_1_R2N47",2017,1,1235
"FBR1N97","gxr","GDR_18_1","2","47","3","GDR_18_1_R2N47",2017,1,1205
"FBR1N98","gxr","GDR_18_1","2","48","1","GDR_18_1_R2N48",2017,1,940
"FBR1N98","gxr","GDR_18_1","2","48","2","GDR_18_1_R2N48",2017,1,860
"FBR1N98","gxr","GDR_18_1","2","48","3","GDR_18_1_R2N48",2017,1,935
"FBR1N99","gxr","GDR_18_1","2","49","1","GDR_18_1_R2N49",2017,0,1665
"FBR1N99","gxr","GDR_18_1","2","49","2","GDR_18_1_R2N49",2017,0,1475
"FBR1N99","gxr","GDR_18_1","2","49","3","GDR_18_1_R2N49",2017,0,1510
NA,NA,"GDR_18_1","2","5","1","GDR_18_1_R2N5",2017,NA,NA
NA,NA,"GDR_18_1","2","5","2","GDR_18_1_R2N5",2017,NA,NA
NA,NA,"GDR_18_1","2","5","3","GDR_18_1_R2N5",2017,NA,NA
NA,NA,"GDR_18_1","2","50","1","GDR_18_1_R2N50",2017,NA,NA
NA,NA,"GDR_18_1","2","50","2","GDR_18_1_R2N50",2017,NA,NA
NA,NA,"GDR_18_1","2","50","3","GDR_18_1_R2N50",2017,NA,NA
"FBR1N56","gxr","GDR_18_1","2","6","1","GDR_18_1_R2N6",2017,0,1530
"FBR1N56","gxr","GDR_18_1","2","6","2","GDR_18_1_R2N6",2017,0,1280
"FBR1N56","gxr","GDR_18_1","2","6","3","GDR_18_1_R2N6",2017,0,1630
NA,NA,"GDR_18_1","2","7","1","GDR_18_1_R2N7",2017,NA,NA
NA,NA,"GDR_18_1","2","7","2","GDR_18_1_R2N7",2017,NA,NA
NA,NA,"GDR_18_1","2","7","3","GDR_18_1_R2N7",2017,NA,NA
"FBR1N58","gxr","GDR_18_1","2","8","1","GDR_18_1_R2N8",2017,1,1245
"FBR1N58","gxr","GDR_18_1","2","8","2","GDR_18_1_R2N8",2017,1,1195
"FBR1N58","gxr","GDR_18_1","2","8","3","GDR_18_1_R2N8",2017,1,1280
NA,NA,"GDR_18_1","2","9","1","GDR_18_1_R2N9",2017,NA,NA
NA,NA,"GDR_18_1","2","9","2","GDR_18_1_R2N9",2017,NA,NA
NA,NA,"GDR_18_1","2","9","3","GDR_18_1_R2N9",2017,NA,NA
"FBR1N100","gxr","GDR_18_1","3","1","1","GDR_18_1_R3N1",2017,1,885
"FBR1N100","gxr","GDR_18_1","3","1","2","GDR_18_1_R3N1",2017,1,965
"FBR1N100","gxr","GDR_18_1","3","1","3","GDR_18_1_R3N1",2017,1,980
"FBR2N5","gxr","GDR_18_1","3","10","1","GDR_18_1_R3N10",2017,1,1065
"FBR2N5","gxr","GDR_18_1","3","10","2","GDR_18_1_R3N10",2017,1,1100
"FBR2N5","gxr","GDR_18_1","3","10","3","GDR_18_1_R3N10",2017,1,890
NA,NA,"GDR_18_1","3","11","1","GDR_18_1_R3N11",2017,NA,NA
