"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","in_len"
"FBR1N1","gxr","GDR_18_1","1","1","1","GDR_18_1_R1N1",2017,1,13.33333333
"FBR1N1","gxr","GDR_18_1","1","1","2","GDR_18_1_R1N1",2017,1,12.5
"FBR1N1","gxr","GDR_18_1","1","1","3","GDR_18_1_R1N1",2017,1,13.33333333
NA,NA,"GDR_18_1","1","10","1","GDR_18_1_R1N10",2017,NA,NA
NA,NA,"GDR_18_1","1","10","2","GDR_18_1_R1N10",2017,NA,NA
NA,NA,"GDR_18_1","1","10","3","GDR_18_1_R1N10",2017,NA,NA
"FBR1N11","gxr","GDR_18_1","1","11","1","GDR_18_1_R1N11",2017,1,9.090909091
"FBR1N11","gxr","GDR_18_1","1","11","2","GDR_18_1_R1N11",2017,1,11.76470588
"FBR1N11","gxr","GDR_18_1","1","11","3","GDR_18_1_R1N11",2017,1,10.52631579
"FBR1N12","gxr","GDR_18_1","1","12","1","GDR_18_1_R1N12",2017,0,22.22222222
"FBR1N12","gxr","GDR_18_1","1","12","2","GDR_18_1_R1N12",2017,0,20
"FBR1N12","gxr","GDR_18_1","1","12","3","GDR_18_1_R1N12",2017,0,25
"FBR1N13","gxr","GDR_18_1","1","13","1","GDR_18_1_R1N13",2017,0,16.66666667
"FBR1N13","gxr","GDR_18_1","1","13","2","GDR_18_1_R1N13",2017,0,18.18181818
"FBR1N13","gxr","GDR_18_1","1","13","3","GDR_18_1_R1N13",2017,0,16.66666667
"FBR1N14","gxr","GDR_18_1","1","14","1","GDR_18_1_R1N14",2017,1,14.28571429
"FBR1N14","gxr","GDR_18_1","1","14","2","GDR_18_1_R1N14",2017,1,16.66666667
"FBR1N14","gxr","GDR_18_1","1","14","3","GDR_18_1_R1N14",2017,1,16.66666667
NA,NA,"GDR_18_1","1","15","1","GDR_18_1_R1N15",2017,NA,NA
NA,NA,"GDR_18_1","1","15","2","GDR_18_1_R1N15",2017,NA,NA
NA,NA,"GDR_18_1","1","15","3","GDR_18_1_R1N15",2017,NA,NA
"FBR1N16","gxr","GDR_18_1","1","16","1","GDR_18_1_R1N16",2017,0,25
"FBR1N16","gxr","GDR_18_1","1","16","2","GDR_18_1_R1N16",2017,0,18.18181818
"FBR1N16","gxr","GDR_18_1","1","16","3","GDR_18_1_R1N16",2017,0,22.22222222
"FBR1N17","gxr","GDR_18_1","1","17","1","GDR_18_1_R1N17",2017,0,22.22222222
"FBR1N17","gxr","GDR_18_1","1","17","2","GDR_18_1_R1N17",2017,0,22.22222222
"FBR1N17","gxr","GDR_18_1","1","17","3","GDR_18_1_R1N17",2017,0,25
NA,NA,"GDR_18_1","1","18","1","GDR_18_1_R1N18",2017,NA,NA
NA,NA,"GDR_18_1","1","18","2","GDR_18_1_R1N18",2017,NA,NA
NA,NA,"GDR_18_1","1","18","3","GDR_18_1_R1N18",2017,NA,NA
"FBR1N19","gxr","GDR_18_1","1","19","1","GDR_18_1_R1N19",2017,1,14.28571429
"FBR1N19","gxr","GDR_18_1","1","19","2","GDR_18_1_R1N19",2017,1,13.33333333
"FBR1N19","gxr","GDR_18_1","1","19","3","GDR_18_1_R1N19",2017,1,15.38461538
"FBR1N2","gxr","GDR_18_1","1","2","1","GDR_18_1_R1N2",2017,1,11.11111111
"FBR1N2","gxr","GDR_18_1","1","2","2","GDR_18_1_R1N2",2017,1,11.76470588
"FBR1N2","gxr","GDR_18_1","1","2","3","GDR_18_1_R1N2",2017,1,12.5
"FBR1N20","gxr","GDR_18_1","1","20","1","GDR_18_1_R1N20",2017,1,16.66666667
"FBR1N20","gxr","GDR_18_1","1","20","2","GDR_18_1_R1N20",2017,1,15.38461538
"FBR1N20","gxr","GDR_18_1","1","20","3","GDR_18_1_R1N20",2017,1,13.33333333
"FBR1N21","gxr","GDR_18_1","1","21","1","GDR_18_1_R1N21",2017,1,13.33333333
"FBR1N21","gxr","GDR_18_1","1","21","2","GDR_18_1_R1N21",2017,1,14.28571429
"FBR1N21","gxr","GDR_18_1","1","21","3","GDR_18_1_R1N21",2017,1,13.33333333
"FBR1N22","gxr","GDR_18_1","1","22","1","GDR_18_1_R1N22",2017,0,18.18181818
"FBR1N22","gxr","GDR_18_1","1","22","2","GDR_18_1_R1N22",2017,0,18.18181818
"FBR1N22","gxr","GDR_18_1","1","22","3","GDR_18_1_R1N22",2017,0,18.18181818
"FBR1N23","gxr","GDR_18_1","1","23","1","GDR_18_1_R1N23",2017,1,13.33333333
"FBR1N23","gxr","GDR_18_1","1","23","2","GDR_18_1_R1N23",2017,1,16.66666667
"FBR1N23","gxr","GDR_18_1","1","23","3","GDR_18_1_R1N23",2017,1,18.18181818
"FBR1N24","gxr","GDR_18_1","1","24","1","GDR_18_1_R1N24",2017,0,25
"FBR1N24","gxr","GDR_18_1","1","24","2","GDR_18_1_R1N24",2017,0,22.22222222
"FBR1N24","gxr","GDR_18_1","1","24","3","GDR_18_1_R1N24",2017,0,25
"FBR1N25","gxr","GDR_18_1","1","25","1","GDR_18_1_R1N25",2017,1,12.5
"FBR1N25","gxr","GDR_18_1","1","25","2","GDR_18_1_R1N25",2017,1,13.33333333
"FBR1N25","gxr","GDR_18_1","1","25","3","GDR_18_1_R1N25",2017,1,15.38461538
NA,NA,"GDR_18_1","1","26","1","GDR_18_1_R1N26",2017,NA,NA
NA,NA,"GDR_18_1","1","26","2","GDR_18_1_R1N26",2017,NA,NA
NA,NA,"GDR_18_1","1","26","3","GDR_18_1_R1N26",2017,NA,NA
"FBR1N27","gxr","GDR_18_1","1","27","1","GDR_18_1_R1N27",2017,0,16.66666667
"FBR1N27","gxr","GDR_18_1","1","27","2","GDR_18_1_R1N27",2017,0,NA
"FBR1N27","gxr","GDR_18_1","1","27","3","GDR_18_1_R1N27",2017,0,20
"FBR1N28","gxr","GDR_18_1","1","28","1","GDR_18_1_R1N28",2017,0,20
"FBR1N28","gxr","GDR_18_1","1","28","2","GDR_18_1_R1N28",2017,0,20
"FBR1N28","gxr","GDR_18_1","1","28","3","GDR_18_1_R1N28",2017,0,20
NA,NA,"GDR_18_1","1","29","1","GDR_18_1_R1N29",2017,NA,NA
NA,NA,"GDR_18_1","1","29","2","GDR_18_1_R1N29",2017,NA,NA
NA,NA,"GDR_18_1","1","29","3","GDR_18_1_R1N29",2017,NA,NA
"FBR1N3","gxr","GDR_18_1","1","3","1","GDR_18_1_R1N3",2017,1,12.5
"FBR1N3","gxr","GDR_18_1","1","3","2","GDR_18_1_R1N3",2017,1,12.5
"FBR1N3","gxr","GDR_18_1","1","3","3","GDR_18_1_R1N3",2017,1,12.5
NA,NA,"GDR_18_1","1","30","1","GDR_18_1_R1N30",2017,NA,NA
NA,NA,"GDR_18_1","1","30","2","GDR_18_1_R1N30",2017,NA,NA
NA,NA,"GDR_18_1","1","30","3","GDR_18_1_R1N30",2017,NA,NA
"FBR1N31","gxr","GDR_18_1","1","31","1","GDR_18_1_R1N31",2017,1,11.11111111
"FBR1N31","gxr","GDR_18_1","1","31","2","GDR_18_1_R1N31",2017,1,14.28571429
"FBR1N31","gxr","GDR_18_1","1","31","3","GDR_18_1_R1N31",2017,1,12.5
"FBR1N33","gxr","GDR_18_1","1","32","1","GDR_18_1_R1N32",2017,1,14.28571429
"FBR1N33","gxr","GDR_18_1","1","32","2","GDR_18_1_R1N32",2017,1,12.5
"FBR1N33","gxr","GDR_18_1","1","32","3","GDR_18_1_R1N32",2017,1,14.28571429
"FBR1N32","gxr","GDR_18_1","1","33","1","GDR_18_1_R1N33",2017,1,15.38461538
"FBR1N32","gxr","GDR_18_1","1","33","2","GDR_18_1_R1N33",2017,1,10.52631579
"FBR1N32","gxr","GDR_18_1","1","33","3","GDR_18_1_R1N33",2017,1,12.5
"FBR1N33","gxr","GDR_18_1","1","34","1","GDR_18_1_R1N34",2017,1,14.28571429
"FBR1N33","gxr","GDR_18_1","1","34","2","GDR_18_1_R1N34",2017,1,12.5
"FBR1N33","gxr","GDR_18_1","1","34","3","GDR_18_1_R1N34",2017,1,14.28571429
"FBR1N34","gxr","GDR_18_1","1","35","1","GDR_18_1_R1N35",2017,1,13.33333333
"FBR1N34","gxr","GDR_18_1","1","35","2","GDR_18_1_R1N35",2017,1,13.33333333
"FBR1N34","gxr","GDR_18_1","1","35","3","GDR_18_1_R1N35",2017,1,11.11111111
"FBR1N35","gxr","GDR_18_1","1","36","1","GDR_18_1_R1N36",2017,0,22.22222222
"FBR1N35","gxr","GDR_18_1","1","36","2","GDR_18_1_R1N36",2017,0,20
"FBR1N35","gxr","GDR_18_1","1","36","3","GDR_18_1_R1N36",2017,0,18.18181818
NA,NA,"GDR_18_1","1","37","1","GDR_18_1_R1N37",2017,NA,NA
NA,NA,"GDR_18_1","1","37","2","GDR_18_1_R1N37",2017,NA,NA
NA,NA,"GDR_18_1","1","37","3","GDR_18_1_R1N37",2017,NA,NA
NA,NA,"GDR_18_1","1","38","1","GDR_18_1_R1N38",2017,NA,NA
NA,NA,"GDR_18_1","1","38","2","GDR_18_1_R1N38",2017,NA,NA
NA,NA,"GDR_18_1","1","38","3","GDR_18_1_R1N38",2017,NA,NA
"FBR1N38","gxr","GDR_18_1","1","39","1","GDR_18_1_R1N39",2017,1,20
"FBR1N38","gxr","GDR_18_1","1","39","2","GDR_18_1_R1N39",2017,1,18.18181818
"FBR1N38","gxr","GDR_18_1","1","39","3","GDR_18_1_R1N39",2017,1,20
"FBR1N4","gxr","GDR_18_1","1","4","1","GDR_18_1_R1N4",2017,1,18.18181818
"FBR1N4","gxr","GDR_18_1","1","4","2","GDR_18_1_R1N4",2017,1,20
"FBR1N4","gxr","GDR_18_1","1","4","3","GDR_18_1_R1N4",2017,1,16.66666667
"FBR1N39","gxr","GDR_18_1","1","40","1","GDR_18_1_R1N40",2017,0,22.22222222
"FBR1N39","gxr","GDR_18_1","1","40","2","GDR_18_1_R1N40",2017,0,16.66666667
"FBR1N39","gxr","GDR_18_1","1","40","3","GDR_18_1_R1N40",2017,0,22.22222222
"FBR1N40","gxr","GDR_18_1","1","41","1","GDR_18_1_R1N41",2017,1,14.28571429
"FBR1N40","gxr","GDR_18_1","1","41","2","GDR_18_1_R1N41",2017,1,13.33333333
"FBR1N40","gxr","GDR_18_1","1","41","3","GDR_18_1_R1N41",2017,1,14.28571429
"FBR1N41","gxr","GDR_18_1","1","42","1","GDR_18_1_R1N42",2017,1,15.38461538
"FBR1N41","gxr","GDR_18_1","1","42","2","GDR_18_1_R1N42",2017,1,14.28571429
"FBR1N41","gxr","GDR_18_1","1","42","3","GDR_18_1_R1N42",2017,1,14.28571429
NA,NA,"GDR_18_1","1","43","1","GDR_18_1_R1N43",2017,NA,NA
NA,NA,"GDR_18_1","1","43","2","GDR_18_1_R1N43",2017,NA,NA
NA,NA,"GDR_18_1","1","43","3","GDR_18_1_R1N43",2017,NA,NA
"FBR1N43","gxr","GDR_18_1","1","44","1","GDR_18_1_R1N44",2017,0,25
"FBR1N43","gxr","GDR_18_1","1","44","2","GDR_18_1_R1N44",2017,0,20
"FBR1N43","gxr","GDR_18_1","1","44","3","GDR_18_1_R1N44",2017,0,22.22222222
NA,NA,"GDR_18_1","1","45","1","GDR_18_1_R1N45",2017,NA,NA
NA,NA,"GDR_18_1","1","45","2","GDR_18_1_R1N45",2017,NA,NA
NA,NA,"GDR_18_1","1","45","3","GDR_18_1_R1N45",2017,NA,NA
"FBR1N45","gxr","GDR_18_1","1","46","1","GDR_18_1_R1N46",2017,0,22.22222222
"FBR1N45","gxr","GDR_18_1","1","46","2","GDR_18_1_R1N46",2017,0,NA
"FBR1N45","gxr","GDR_18_1","1","46","3","GDR_18_1_R1N46",2017,0,22.22222222
NA,NA,"GDR_18_1","1","47","1","GDR_18_1_R1N47",2017,NA,NA
NA,NA,"GDR_18_1","1","47","2","GDR_18_1_R1N47",2017,NA,NA
NA,NA,"GDR_18_1","1","47","3","GDR_18_1_R1N47",2017,NA,NA
"FBR1N47","gxr","GDR_18_1","1","48","1","GDR_18_1_R1N48",2017,0,14.28571429
"FBR1N47","gxr","GDR_18_1","1","48","2","GDR_18_1_R1N48",2017,0,15.38461538
"FBR1N47","gxr","GDR_18_1","1","48","3","GDR_18_1_R1N48",2017,0,14.28571429
"FBR1N48","gxr","GDR_18_1","1","49","1","GDR_18_1_R1N49",2017,1,12.5
"FBR1N48","gxr","GDR_18_1","1","49","2","GDR_18_1_R1N49",2017,1,11.76470588
"FBR1N48","gxr","GDR_18_1","1","49","3","GDR_18_1_R1N49",2017,1,12.5
NA,NA,"GDR_18_1","1","5","1","GDR_18_1_R1N5",2017,NA,NA
NA,NA,"GDR_18_1","1","5","2","GDR_18_1_R1N5",2017,NA,NA
NA,NA,"GDR_18_1","1","5","3","GDR_18_1_R1N5",2017,NA,NA
NA,NA,"GDR_18_1","1","50","1","GDR_18_1_R1N50",2017,NA,NA
NA,NA,"GDR_18_1","1","50","2","GDR_18_1_R1N50",2017,NA,NA
NA,NA,"GDR_18_1","1","50","3","GDR_18_1_R1N50",2017,NA,NA
NA,NA,"GDR_18_1","1","6","1","GDR_18_1_R1N6",2017,NA,NA
NA,NA,"GDR_18_1","1","6","2","GDR_18_1_R1N6",2017,NA,NA
NA,NA,"GDR_18_1","1","6","3","GDR_18_1_R1N6",2017,NA,NA
"FBR1N7","gxr","GDR_18_1","1","7","1","GDR_18_1_R1N7",2017,1,16.66666667
"FBR1N7","gxr","GDR_18_1","1","7","2","GDR_18_1_R1N7",2017,1,16.66666667
"FBR1N7","gxr","GDR_18_1","1","7","3","GDR_18_1_R1N7",2017,1,15.38461538
"FBR1N8","gxr","GDR_18_1","1","8","1","GDR_18_1_R1N8",2017,0,10
"FBR1N8","gxr","GDR_18_1","1","8","2","GDR_18_1_R1N8",2017,0,15.38461538
"FBR1N8","gxr","GDR_18_1","1","8","3","GDR_18_1_R1N8",2017,0,11.76470588
"FBR1N9","gxr","GDR_18_1","1","9","1","GDR_18_1_R1N9",2017,0,20
"FBR1N9","gxr","GDR_18_1","1","9","2","GDR_18_1_R1N9",2017,0,20
"FBR1N9","gxr","GDR_18_1","1","9","3","GDR_18_1_R1N9",2017,0,20
"FBR1N50","gxr","GDR_18_1","2","1","1","GDR_18_1_R2N1",2017,1,11.76470588
"FBR1N50","gxr","GDR_18_1","2","1","2","GDR_18_1_R2N1",2017,1,11.11111111
"FBR1N50","gxr","GDR_18_1","2","1","3","GDR_18_1_R2N1",2017,1,11.76470588
"FBR1N60","gxr","GDR_18_1","2","10","1","GDR_18_1_R2N10",2017,1,14.28571429
"FBR1N60","gxr","GDR_18_1","2","10","2","GDR_18_1_R2N10",2017,1,13.33333333
"FBR1N60","gxr","GDR_18_1","2","10","3","GDR_18_1_R2N10",2017,1,NA
NA,NA,"GDR_18_1","2","11","1","GDR_18_1_R2N11",2017,NA,NA
NA,NA,"GDR_18_1","2","11","2","GDR_18_1_R2N11",2017,NA,NA
NA,NA,"GDR_18_1","2","11","3","GDR_18_1_R2N11",2017,NA,NA
"FBR1N62","gxr","GDR_18_1","2","12","1","GDR_18_1_R2N12",2017,1,13.33333333
"FBR1N62","gxr","GDR_18_1","2","12","2","GDR_18_1_R2N12",2017,1,11.11111111
"FBR1N62","gxr","GDR_18_1","2","12","3","GDR_18_1_R2N12",2017,1,11.76470588
"FBR1N63","gxr","GDR_18_1","2","13","1","GDR_18_1_R2N13",2017,0,18.18181818
"FBR1N63","gxr","GDR_18_1","2","13","2","GDR_18_1_R2N13",2017,0,15.38461538
"FBR1N63","gxr","GDR_18_1","2","13","3","GDR_18_1_R2N13",2017,0,18.18181818
"FBR1N64","gxr","GDR_18_1","2","14","1","GDR_18_1_R2N14",2017,1,15.38461538
"FBR1N64","gxr","GDR_18_1","2","14","2","GDR_18_1_R2N14",2017,1,16.66666667
"FBR1N64","gxr","GDR_18_1","2","14","3","GDR_18_1_R2N14",2017,1,15.38461538
NA,NA,"GDR_18_1","2","15","1","GDR_18_1_R2N15",2017,NA,NA
NA,NA,"GDR_18_1","2","15","2","GDR_18_1_R2N15",2017,NA,NA
NA,NA,"GDR_18_1","2","15","3","GDR_18_1_R2N15",2017,NA,NA
NA,NA,"GDR_18_1","2","16","1","GDR_18_1_R2N16",2017,NA,NA
NA,NA,"GDR_18_1","2","16","2","GDR_18_1_R2N16",2017,NA,NA
NA,NA,"GDR_18_1","2","16","3","GDR_18_1_R2N16",2017,NA,NA
"FBR1N67","gxr","GDR_18_1","2","17","1","GDR_18_1_R2N17",2017,1,16.66666667
"FBR1N67","gxr","GDR_18_1","2","17","2","GDR_18_1_R2N17",2017,1,16.66666667
"FBR1N67","gxr","GDR_18_1","2","17","3","GDR_18_1_R2N17",2017,1,16.66666667
"FBR1N68","gxr","GDR_18_1","2","18","1","GDR_18_1_R2N18",2017,1,11.76470588
"FBR1N68","gxr","GDR_18_1","2","18","2","GDR_18_1_R2N18",2017,1,11.76470588
"FBR1N68","gxr","GDR_18_1","2","18","3","GDR_18_1_R2N18",2017,1,12.5
"FBR1N69","gxr","GDR_18_1","2","19","1","GDR_18_1_R2N19",2017,1,15.38461538
"FBR1N69","gxr","GDR_18_1","2","19","2","GDR_18_1_R2N19",2017,1,16.66666667
"FBR1N69","gxr","GDR_18_1","2","19","3","GDR_18_1_R2N19",2017,1,16.66666667
NA,NA,"GDR_18_1","2","2","1","GDR_18_1_R2N2",2017,NA,NA
NA,NA,"GDR_18_1","2","2","2","GDR_18_1_R2N2",2017,NA,NA
NA,NA,"GDR_18_1","2","2","3","GDR_18_1_R2N2",2017,NA,NA
NA,NA,"GDR_18_1","2","20","1","GDR_18_1_R2N20",2017,NA,NA
NA,NA,"GDR_18_1","2","20","2","GDR_18_1_R2N20",2017,NA,NA
NA,NA,"GDR_18_1","2","20","3","GDR_18_1_R2N20",2017,NA,NA
"FBR1N71","gxr","GDR_18_1","2","21","1","GDR_18_1_R2N21",2017,1,10.52631579
"FBR1N71","gxr","GDR_18_1","2","21","2","GDR_18_1_R2N21",2017,1,12.5
"FBR1N71","gxr","GDR_18_1","2","21","3","GDR_18_1_R2N21",2017,1,11.76470588
NA,NA,"GDR_18_1","2","22","1","GDR_18_1_R2N22",2017,NA,NA
NA,NA,"GDR_18_1","2","22","2","GDR_18_1_R2N22",2017,NA,NA
NA,NA,"GDR_18_1","2","22","3","GDR_18_1_R2N22",2017,NA,NA
"FBR1N73","gxr","GDR_18_1","2","23","1","GDR_18_1_R2N23",2017,0,22.22222222
"FBR1N73","gxr","GDR_18_1","2","23","2","GDR_18_1_R2N23",2017,0,22.22222222
"FBR1N73","gxr","GDR_18_1","2","23","3","GDR_18_1_R2N23",2017,0,22.22222222
NA,NA,"GDR_18_1","2","24","1","GDR_18_1_R2N24",2017,NA,NA
NA,NA,"GDR_18_1","2","24","2","GDR_18_1_R2N24",2017,NA,NA
NA,NA,"GDR_18_1","2","24","3","GDR_18_1_R2N24",2017,NA,NA
"FBR1N75","gxr","GDR_18_1","2","25","1","GDR_18_1_R2N25",2017,0,16.66666667
"FBR1N75","gxr","GDR_18_1","2","25","2","GDR_18_1_R2N25",2017,0,16.66666667
"FBR1N75","gxr","GDR_18_1","2","25","3","GDR_18_1_R2N25",2017,0,16.66666667
NA,NA,"GDR_18_1","2","26","1","GDR_18_1_R2N26",2017,NA,NA
NA,NA,"GDR_18_1","2","26","2","GDR_18_1_R2N26",2017,NA,NA
NA,NA,"GDR_18_1","2","26","3","GDR_18_1_R2N26",2017,NA,NA
"FBR1N77","gxr","GDR_18_1","2","27","1","GDR_18_1_R2N27",2017,1,13.33333333
"FBR1N77","gxr","GDR_18_1","2","27","2","GDR_18_1_R2N27",2017,1,14.28571429
"FBR1N77","gxr","GDR_18_1","2","27","3","GDR_18_1_R2N27",2017,1,14.28571429
"FBR1N78","gxr","GDR_18_1","2","28","1","GDR_18_1_R2N28",2017,1,14.28571429
"FBR1N78","gxr","GDR_18_1","2","28","2","GDR_18_1_R2N28",2017,1,15.38461538
"FBR1N78","gxr","GDR_18_1","2","28","3","GDR_18_1_R2N28",2017,1,16.66666667
NA,NA,"GDR_18_1","2","29","1","GDR_18_1_R2N29",2017,NA,NA
NA,NA,"GDR_18_1","2","29","2","GDR_18_1_R2N29",2017,NA,NA
NA,NA,"GDR_18_1","2","29","3","GDR_18_1_R2N29",2017,NA,NA
NA,NA,"GDR_18_1","2","3","1","GDR_18_1_R2N3",2017,NA,NA
NA,NA,"GDR_18_1","2","3","2","GDR_18_1_R2N3",2017,NA,NA
NA,NA,"GDR_18_1","2","3","3","GDR_18_1_R2N3",2017,NA,NA
"FBR1N80","gxr","GDR_18_1","2","30","1","GDR_18_1_R2N30",2017,1,15.38461538
"FBR1N80","gxr","GDR_18_1","2","30","2","GDR_18_1_R2N30",2017,1,15.38461538
"FBR1N80","gxr","GDR_18_1","2","30","3","GDR_18_1_R2N30",2017,1,13.33333333
NA,NA,"GDR_18_1","2","31","1","GDR_18_1_R2N31",2017,NA,NA
NA,NA,"GDR_18_1","2","31","2","GDR_18_1_R2N31",2017,NA,NA
NA,NA,"GDR_18_1","2","31","3","GDR_18_1_R2N31",2017,NA,NA
"FBR1N82","gxr","GDR_18_1","2","32","1","GDR_18_1_R2N32",2017,1,18.18181818
"FBR1N82","gxr","GDR_18_1","2","32","2","GDR_18_1_R2N32",2017,1,16.66666667
"FBR1N82","gxr","GDR_18_1","2","32","3","GDR_18_1_R2N32",2017,1,18.18181818
"FBR1N83","gxr","GDR_18_1","2","33","1","GDR_18_1_R2N33",2017,1,15.38461538
"FBR1N83","gxr","GDR_18_1","2","33","2","GDR_18_1_R2N33",2017,1,13.33333333
"FBR1N83","gxr","GDR_18_1","2","33","3","GDR_18_1_R2N33",2017,1,14.28571429
"FBR1N84","gxr","GDR_18_1","2","34","1","GDR_18_1_R2N34",2017,0,20
"FBR1N84","gxr","GDR_18_1","2","34","2","GDR_18_1_R2N34",2017,0,20
"FBR1N84","gxr","GDR_18_1","2","34","3","GDR_18_1_R2N34",2017,0,20
NA,NA,"GDR_18_1","2","35","1","GDR_18_1_R2N35",2017,NA,NA
NA,NA,"GDR_18_1","2","35","2","GDR_18_1_R2N35",2017,NA,NA
NA,NA,"GDR_18_1","2","35","3","GDR_18_1_R2N35",2017,NA,NA
"FBR1N86","gxr","GDR_18_1","2","36","1","GDR_18_1_R2N36",2017,1,14.28571429
"FBR1N86","gxr","GDR_18_1","2","36","2","GDR_18_1_R2N36",2017,1,14.28571429
"FBR1N86","gxr","GDR_18_1","2","36","3","GDR_18_1_R2N36",2017,1,13.33333333
NA,NA,"GDR_18_1","2","37","1","GDR_18_1_R2N37",2017,NA,NA
NA,NA,"GDR_18_1","2","37","2","GDR_18_1_R2N37",2017,NA,NA
NA,NA,"GDR_18_1","2","37","3","GDR_18_1_R2N37",2017,NA,NA
"FBR1N88","gxr","GDR_18_1","2","38","1","GDR_18_1_R2N38",2017,1,14.28571429
"FBR1N88","gxr","GDR_18_1","2","38","2","GDR_18_1_R2N38",2017,1,15.38461538
"FBR1N88","gxr","GDR_18_1","2","38","3","GDR_18_1_R2N38",2017,1,13.33333333
"FBR1N89","gxr","GDR_18_1","2","39","1","GDR_18_1_R2N39",2017,1,16.66666667
"FBR1N89","gxr","GDR_18_1","2","39","2","GDR_18_1_R2N39",2017,1,15.38461538
"FBR1N89","gxr","GDR_18_1","2","39","3","GDR_18_1_R2N39",2017,1,15.38461538
NA,NA,"GDR_18_1","2","4","1","GDR_18_1_R2N4",2017,NA,NA
NA,NA,"GDR_18_1","2","4","2","GDR_18_1_R2N4",2017,NA,NA
NA,NA,"GDR_18_1","2","4","3","GDR_18_1_R2N4",2017,NA,NA
"FBR1N90","gxr","GDR_18_1","2","40","1","GDR_18_1_R2N40",2017,1,16.66666667
"FBR1N90","gxr","GDR_18_1","2","40","2","GDR_18_1_R2N40",2017,1,18.18181818
"FBR1N90","gxr","GDR_18_1","2","40","3","GDR_18_1_R2N40",2017,1,18.18181818
"FBR1N91","gxr","GDR_18_1","2","41","1","GDR_18_1_R2N41",2017,1,12.5
"FBR1N91","gxr","GDR_18_1","2","41","2","GDR_18_1_R2N41",2017,1,12.5
"FBR1N91","gxr","GDR_18_1","2","41","3","GDR_18_1_R2N41",2017,1,13.33333333
"FBR1N92","gxr","GDR_18_1","2","42","1","GDR_18_1_R2N42",2017,1,16.66666667
"FBR1N92","gxr","GDR_18_1","2","42","2","GDR_18_1_R2N42",2017,1,16.66666667
"FBR1N92","gxr","GDR_18_1","2","42","3","GDR_18_1_R2N42",2017,1,15.38461538
NA,NA,"GDR_18_1","2","43","1","GDR_18_1_R2N43",2017,NA,NA
NA,NA,"GDR_18_1","2","43","2","GDR_18_1_R2N43",2017,NA,NA
NA,NA,"GDR_18_1","2","43","3","GDR_18_1_R2N43",2017,NA,NA
"FBR1N94","gxr","GDR_18_1","2","44","1","GDR_18_1_R2N44",2017,0,22.22222222
"FBR1N94","gxr","GDR_18_1","2","44","2","GDR_18_1_R2N44",2017,0,22.22222222
"FBR1N94","gxr","GDR_18_1","2","44","3","GDR_18_1_R2N44",2017,0,25
NA,NA,"GDR_18_1","2","45","1","GDR_18_1_R2N45",2017,NA,NA
NA,NA,"GDR_18_1","2","45","2","GDR_18_1_R2N45",2017,NA,NA
NA,NA,"GDR_18_1","2","45","3","GDR_18_1_R2N45",2017,NA,NA
NA,NA,"GDR_18_1","2","46","1","GDR_18_1_R2N46",2017,NA,NA
NA,NA,"GDR_18_1","2","46","2","GDR_18_1_R2N46",2017,NA,NA
NA,NA,"GDR_18_1","2","46","3","GDR_18_1_R2N46",2017,NA,NA
"FBR1N97","gxr","GDR_18_1","2","47","1","GDR_18_1_R2N47",2017,1,14.28571429
"FBR1N97","gxr","GDR_18_1","2","47","2","GDR_18_1_R2N47",2017,1,16.66666667
"FBR1N97","gxr","GDR_18_1","2","47","3","GDR_18_1_R2N47",2017,1,18.18181818
"FBR1N98","gxr","GDR_18_1","2","48","1","GDR_18_1_R2N48",2017,1,15.38461538
"FBR1N98","gxr","GDR_18_1","2","48","2","GDR_18_1_R2N48",2017,1,14.28571429
"FBR1N98","gxr","GDR_18_1","2","48","3","GDR_18_1_R2N48",2017,1,14.28571429
"FBR1N99","gxr","GDR_18_1","2","49","1","GDR_18_1_R2N49",2017,0,18.18181818
"FBR1N99","gxr","GDR_18_1","2","49","2","GDR_18_1_R2N49",2017,0,18.18181818
"FBR1N99","gxr","GDR_18_1","2","49","3","GDR_18_1_R2N49",2017,0,20
NA,NA,"GDR_18_1","2","5","1","GDR_18_1_R2N5",2017,NA,NA
NA,NA,"GDR_18_1","2","5","2","GDR_18_1_R2N5",2017,NA,NA
NA,NA,"GDR_18_1","2","5","3","GDR_18_1_R2N5",2017,NA,NA
NA,NA,"GDR_18_1","2","50","1","GDR_18_1_R2N50",2017,NA,NA
NA,NA,"GDR_18_1","2","50","2","GDR_18_1_R2N50",2017,NA,NA
NA,NA,"GDR_18_1","2","50","3","GDR_18_1_R2N50",2017,NA,NA
"FBR1N56","gxr","GDR_18_1","2","6","1","GDR_18_1_R2N6",2017,0,20
"FBR1N56","gxr","GDR_18_1","2","6","2","GDR_18_1_R2N6",2017,0,20
"FBR1N56","gxr","GDR_18_1","2","6","3","GDR_18_1_R2N6",2017,0,20
NA,NA,"GDR_18_1","2","7","1","GDR_18_1_R2N7",2017,NA,NA
NA,NA,"GDR_18_1","2","7","2","GDR_18_1_R2N7",2017,NA,NA
NA,NA,"GDR_18_1","2","7","3","GDR_18_1_R2N7",2017,NA,NA
"FBR1N58","gxr","GDR_18_1","2","8","1","GDR_18_1_R2N8",2017,1,15.38461538
"FBR1N58","gxr","GDR_18_1","2","8","2","GDR_18_1_R2N8",2017,1,16.66666667
